claim_boundary_id,scope,applies_to_path,allowed_claims,forbidden_claims,requires_gate_for,authority_source_path,status,created_at,updated_at,notes
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-CRITERIA-ALIGNED-POST-EVIDENCE-SELECTOR-001,task,research_control/tasks/RT-20260614-242,Theoretical Continuation Selector may classify post-evidence criteria-aligned repaired draft/control CouplingLaw_src GSC-crit-cand route and select one recovery-bridge criteria formalization packet;no source-law adoption;no MetricData(E) adoption;no g_eff scope change;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff scope change;coupling-law adoption;coupling-law construction by selector;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;matter action import;detector semantics import;gate_chair_verdict;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate evidence as adoption;recovery criteria selection as recovery;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-242/artifacts/271_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_CRITERIA_ALIGNED_POST_EVIDENCE_ROUTE_SELECTOR.yaml,active,2026-06-28T01:08:00Z,2026-06-28T01:08:00Z,Selector boundary permits only recovery-bridge criteria routing while preserving all adoption matter-coupling and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-CRITERIA-ALIGNED-GATE-CHAIR-REVIEW-001,task,research_control/tasks/RT-20260614-241,Gate Chair may accept criteria-aligned repaired draft/control CouplingLaw_src GSC-crit-cand only as scoped source-extension coupling-law-candidate evidence/precondition;no source-law adoption;no MetricData(E) adoption;no g_eff scope change;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;matter action import;detector semantics import;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate evidence as adoption;approval as proof;validator as proof;registry metadata as proof;generated derivative as proof;handoff as proof;local cache as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-241/artifacts/270_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_CRITERIA_ALIGNED_SOURCE_EXTENSION_EVIDENCE_GATE_CHAIR_REVIEW.tex,active,2026-06-28T00:48:40Z,2026-06-28T00:48:40Z,Gate Chair boundary permits only criteria-aligned coupling-law source-extension evidence-status precondition acceptance while preserving all adoption matter-coupling and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-CRITERIA-ALIGNED-POST-STRESS-SELECTOR-001,task,research_control/tasks/RT-20260614-240,Theoretical Continuation Selector may classify stress-survived criteria-aligned repaired draft/control CouplingLaw_src GSC-crit-cand and select one narrow Gate Chair evidence-status precondition review;no source-law adoption;no MetricData(E) adoption;no g_eff scope change;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;coupling-law construction by selector;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;matter action import;detector semantics import;gate_chair_verdict;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate evidence as adoption;gate readiness as Gate Chair verdict;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-240/artifacts/269_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_CRITERIA_ALIGNED_POST_STRESS_ROUTE_SELECTOR.yaml,active,2026-06-28T00:24:08Z,2026-06-28T00:24:08Z,Selector boundary permits only narrow criteria-aligned coupling-law source-extension evidence-status precondition gate routing while preserving all adoption matter-coupling and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-CRITERIA-ALIGNED-REFUTER-STRESS-001,task,research_control/tasks/RT-20260614-239,Refuter may report only local stress survival pending selector or precise stress failure for draft control CouplingLaw_src GSC-crit-cand candidate;no coupling-law adoption;no matter-coupling derivation or adoption;no stress-energy semantics;no MetricData(E) adoption;no g_eff scope expansion;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;stress-energy semantics import;coupling law adoption;matter coupling derivation;matter coupling adoption;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-239/artifacts/268_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_CRITERIA_ALIGNED_REFUTER_STRESS_TEST.tex,active,2026-06-28T00:22:00Z,2026-06-28T00:22:00Z,Stress boundary permits only source-side criteria-aligned coupling-law candidate stress result pending selector and preserves all adoption matter-coupling and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-CRITERIA-ALIGNED-SMUGGLING-AUDIT-001,task,research_control/tasks/RT-20260614-238,Smuggling Auditor may audit CouplingLaw_src GSC-crit-cand for hidden target import and laundering;may record source-pure as written pending Refuter stress;may identify one precise smuggling failure;may route next to Refuter if audit passes;no coupling-law adoption;no matter-coupling derivation or adoption;no stress-energy semantics;no MetricData(E) adoption;no g_eff scope change;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;audit pass as adoption;criteria alignment as matter coupling;finite local candidate as universal matter coupling;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-238/artifacts/267_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_CRITERIA_ALIGNED_SMUGGLING_AUDIT.tex,active,2026-06-27T23:45:29Z,2026-06-27T23:45:29Z,Criteria-aligned Smuggling Auditor boundary permits only source-purity audit and preserves all adoption matter-coupling stress-energy MetricData g_eff and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-CRITERIA-ALIGNED-REPAIRED-CANDIDATE-001,task,research_control/tasks/RT-20260614-237,Candidate Constructor may construct one criteria-aligned repaired draft/control source-side coupling-law candidate;state which NC-MC criteria it addresses;list residual proof obligations;route next to Smuggling Auditor;no coupling-law adoption;no matter-coupling derivation or adoption;no stress-energy semantics;no MetricData(E) adoption;no g_eff scope change;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;criteria alignment as proof of adoption;finite local candidate as universal matter coupling;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-237/artifacts/266_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_CRITERIA_ALIGNED_REPAIRED_CANDIDATE.tex,active,2026-06-27T23:25:40Z,2026-06-27T23:25:40Z,Criteria-aligned repaired candidate boundary permits only draft/control construction and preserves all adoption matter-coupling stress-energy MetricData g_eff and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-POSITIVE-SUCCESS-CRITERIA-001,task,research_control/tasks/RT-20260614-236,Ontology Formalizer may define draft/control positive source-side matter-coupling success criteria;necessary criteria;candidate sufficient profiles;future physical bridge obligations;finite/local tests;forbidden shortcuts;no coupling-law adoption;no matter-coupling derivation or adoption;no stress-energy semantics;no MetricData(E) adoption;no g_eff scope change;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;criteria listing as criteria discharge;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-236/artifacts/265_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_POSITIVE_SUCCESS_CRITERIA.tex,active,2026-06-27T23:07:32Z,2026-06-27T23:07:32Z,Criteria boundary permits only draft/control positive success criteria and preserves all adoption matter-coupling stress-energy and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-POST-EVIDENCE-SELECTOR-001,task,research_control/tasks/RT-20260614-235,Theoretical Continuation Selector may select only the next bounded matter_coupling route after scoped CouplingLaw_src GSC-cand evidence acceptance;PLAN-P7-T1 positive criteria formalization selected;no coupling-law adoption;no matter-coupling derivation or adoption;no stress-energy semantics;no MetricData(E) adoption;no g_eff scope change;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-235/artifacts/264_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_POST_EVIDENCE_ROUTE_SELECTOR.yaml,active,2026-06-27T22:48:30Z,2026-06-27T22:48:30Z,Selector boundary permits only next-route classification and preserves all adoption matter-coupling stress-energy and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-GATE-CHAIR-REVIEW-001,task,research_control/tasks/RT-20260614-234,Gate Chair may accept CouplingLaw_src GSC-cand only as scoped source-extension coupling-law-candidate evidence/precondition;no coupling-law adoption;no matter-coupling derivation or adoption;no stress-energy semantics;no MetricData(E) adoption;no g_eff scope change;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-234/artifacts/263_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_SOURCE_EXTENSION_EVIDENCE_GATE_CHAIR_REVIEW.tex,active,2026-06-27T18:13:12Z,2026-06-27T18:13:12Z,Gate Chair boundary permits only scoped coupling-law-candidate evidence/precondition acceptance and preserves all adoption matter-coupling stress-energy and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-REFUTER-STRESS-001,task,research_control/tasks/RT-20260614-232,Refuter may report only local stress survival pending selector or precise stress failure for draft control CouplingLaw_src GSC-cand candidate;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no MetricData(E) adoption;no g_eff scope expansion;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;stress-energy semantics import;coupling law adoption;matter coupling derivation;matter coupling adoption;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-232/artifacts/261_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_REFUTER_STRESS_TEST.tex,active,2026-06-27T10:08:00Z,2026-06-27T10:08:00Z,Stress boundary permits only source-side coupling-law candidate stress result pending selector and preserves all adoption matter-coupling and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-SMUGGLING-AUDIT-001,task,research_control/tasks/RT-20260614-231,Auditor may report only local source-purity pass for Refuter stress or precise audit failure for draft control CouplingLaw_src GSC-cand candidate;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;stress-energy semantics import;coupling law adoption;matter coupling derivation;matter coupling adoption;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-231/artifacts/260_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_SMUGGLING_AUDIT.tex,active,2026-06-27T09:48:00Z,2026-06-27T09:48:00Z,Audit boundary permits only source-purity audit pending Refuter stress and preserves all coupling adoption matter-coupling and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-POST-STRESS-SELECTOR-001,task,research_control/tasks/RT-20260614-233,Selector may report only route classification for draft control CouplingLaw_src GSC-cand candidate after stress survival;may select narrow Gate Chair evidence-status precondition review;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no MetricData(E) adoption;no g_eff scope expansion;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;stress-energy semantics import;coupling law adoption;matter coupling derivation;matter coupling adoption;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-233/artifacts/262_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_POST_STRESS_ROUTE_SELECTOR.yaml,active,2026-06-27T17:40:31Z,2026-06-27T17:40:31Z,Selector boundary permits only post-stress route classification and preserves all coupling adoption matter-coupling stress-energy and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-COUPLING-LAW-CANDIDATE-OR-OBSTRUCTION-001,task,research_control/tasks/RT-20260614-230,Constructor may build only a draft control source-side CouplingLaw_src GSC-cand candidate pending audit or one precise OB-COUPLING-LAW obstruction;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;stress-energy semantics import;coupling law adoption;matter coupling derivation;matter coupling adoption;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-230/artifacts/259_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_COUPLING_LAW_CANDIDATE_OR_OBSTRUCTION.tex,active,2026-06-27T09:28:00Z,2026-06-27T09:28:00Z,Constructor boundary permits only draft control coupling-law candidate construction pending audit and preserves all coupling adoption matter-coupling and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-PRECONDITION-EVIDENCE-ROUTE-SELECTOR-001,task,research_control/tasks/RT-20260614-229,Selector may classify only the post-precondition-evidence matter_coupling route and select one Candidate Constructor coupling-law candidate-or-obstruction packet;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law construction by selector;coupling law adoption;matter coupling derivation;matter coupling adoption;stress-energy semantics import;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-229/artifacts/258_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_PRECONDITION_EVIDENCE_ROUTE_SELECTOR.yaml,active,2026-06-27T09:08:00Z,2026-06-27T09:08:00Z,Selector boundary permits only coupling-law candidate-or-obstruction routing while preserving all coupling adoption matter-coupling and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-PRECONDITION-GATE-CHAIR-REVIEW-001,task,research_control/tasks/RT-20260614-228,Gate Chair may accept CouplingPrecond_src GSC-cand only as scoped source-extension matter-coupling-precondition evidence/precondition;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;stress-energy semantics import;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-228/artifacts/257_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_PRECONDITION_SOURCE_EXTENSION_EVIDENCE_GATE_CHAIR_REVIEW.tex,active,2026-06-27T08:48:00Z,2026-06-27T08:48:00Z,Gate Chair boundary permits only scoped matter-coupling-precondition evidence/precondition acceptance and preserves all coupling adoption and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-PRECONDITION-POST-STRESS-SELECTOR-001,task,research_control/tasks/RT-20260614-227,Selector may classify only the stress-survived draft/control matter-coupling precondition route and select one narrow Gate Chair evidence-status precondition review;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;stress-energy semantics import;coupling law adoption;matter coupling derivation;matter coupling adoption;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;stress-energy semantics;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-227/artifacts/256_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_PRECONDITION_POST_STRESS_ROUTE_SELECTOR.yaml,active,2026-06-27T08:28:00Z,2026-06-27T08:28:00Z,Selector boundary permits only post-stress precondition route classification and narrow Gate Chair evidence-status precondition routing while preserving all coupling adoption and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-PRECONDITION-REFUTER-STRESS-001,task,research_control/tasks/RT-20260614-226,Refuter may stress only the audited draft/control matter-coupling precondition candidate and route next to Theoretical Continuation Selector classification;no coupling-law adoption;no matter-coupling derivation;no stress-energy semantics;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;stress-energy semantics import;coupling law adoption;matter coupling derivation;matter coupling adoption;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-226/artifacts/255_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_PRECONDITION_REFUTER_STRESS_TEST.tex,active,2026-06-27T08:08:00Z,2026-06-27T08:08:00Z,Refuter boundary permits only draft/control precondition stress survival and selector routing while preserving all coupling adoption and downstream GR claim blocks
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-MATTER-COUPLING-PRECONDITION-SMUGGLING-AUDIT-001,task,research_control/tasks/RT-20260614-225,Auditor may report only source-purity audit pass pending Refuter stress or precise audit failure;no coupling law adoption;no matter coupling derivation;no stress-energy semantics;no Einstein equations;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;stress-energy semantics import;coupling law adoption;matter coupling derivation;matter coupling adoption;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof,canonical ontology TeX edit;source-law adoption;MetricData(E) adoption;g_eff adoption scope change;coupling law adoption;matter coupling derivation;matter coupling adoption;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-225/artifacts/254_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_MATTER_COUPLING_PRECONDITION_SMUGGLING_AUDIT.tex,active,2026-06-27T07:48:00Z,2026-06-27T07:48:00Z,Auditor boundary permits only source-purity audit and preserves all coupling adoption and downstream GR claim blocks
